example_id,memory_id,task,gold_behavior,scoring_criteria,memory_content,no_memory_output,with_memory_output,human_score_without,human_score_with,human_decision_change,human_notes
conv-42_qa_0000,irr_00,Is it likely that Nate has friends besides Joanna?,"Answer: Yesteammates on hisvideo game team. Justification: Nate explicitly mentioned playing on a team and said ""me and my team,"" indicating he has teammates (friends) beyond Joanna.","{""must_include"": [""Yesteammates on hisvideo game team."", ""yesteammates"", ""hisvideo"", ""game"", ""team""], ""must_not_include"": [""No"", ""only Joanna"", ""just Joanna"", ""not likely"", ""doesn't have other friends"", ""solo""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Yesteammates on hisvideo game team."", ""answer_aliases"": [""Yesteammates on hisvideo game team."", ""Yes—his teammates on his video game team."", ""Yes, his teammates on his gaming team.""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Besides writing, Joanna also enjoys reading, watching movies, and exploring nature as hobbies.","[""Based on the information provided, there is no indication that Nate does not have friends besides Joanna. Therefore, it is likely that Nate has friends besides Joanna."", ""Based on the information provided, there is no clear indication of whether Nate has friends besides Joanna or not. Therefore, it is unlikely to make a definitive statement without more context or details about Nate's social circle."", ""Based on the information provided, it is likely that Nate has friends besides Joanna, but without more context or details, this cannot be confirmed with certainty."", ""Based on the information provided, there is no indication that Nate has or does not have friends besides Joanna. More context would be needed to make an informed guess."", ""Based on the information provided, there is no indication that Nate does not have friends besides Joanna. Therefore, it is likely that Nate has friends besides Joanna.""]","[""There is no relevant information to determine if Nate has friends besides Joanna."", ""There is no reliable information to determine if Nate has friends besides Joanna. The retrieved memory is about Joanna's hobbies and does not provide any context about Nate's social circle."", ""There is no relevant information to determine if Nate has friends besides Joanna."", ""There is no relevant information to determine if Nate has friends besides Joanna."", ""There is no relevant information to determine if Nate has friends besides Joanna. The retrieved memory pertains to Joanna's hobbies and is not helpful for answering the question about Nate.""]",,,,
conv-42_qa_0000,irr_01,Is it likely that Nate has friends besides Joanna?,"Answer: Yesteammates on hisvideo game team. Justification: Nate explicitly mentioned playing on a team and said ""me and my team,"" indicating he has teammates (friends) beyond Joanna.","{""must_include"": [""Yesteammates on hisvideo game team."", ""yesteammates"", ""hisvideo"", ""game"", ""team""], ""must_not_include"": [""No"", ""only Joanna"", ""just Joanna"", ""not likely"", ""doesn't have other friends"", ""solo""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Yesteammates on hisvideo game team."", ""answer_aliases"": [""Yesteammates on hisvideo game team."", ""Yes—his teammates on his video game team."", ""Yes, his teammates on his gaming team.""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Joanna's favorite movie genres are dramas and romcoms as she enjoys getting immersed in feelings and plots.,"[""Based on the information provided, there is no indication that Nate does not have friends besides Joanna. Therefore, it is likely that Nate has friends besides Joanna."", ""Based on the information provided, there is no clear indication of whether Nate has friends besides Joanna or not. Therefore, it is unlikely to make a definitive statement without more context or details about Nate's social circle."", ""Based on the information provided, it is likely that Nate has friends besides Joanna, but without more context or details, this cannot be confirmed with certainty."", ""Based on the information provided, there is no indication that Nate has or does not have friends besides Joanna. More context would be needed to make an informed guess."", ""Based on the information provided, there is no indication that Nate does not have friends besides Joanna. Therefore, it is likely that Nate has friends besides Joanna.""]","[""There is not enough reliable information to determine if Nate has friends besides Joanna. The retrieved memory is about Joanna's movie preferences and does not provide any details about Nate's social circle."", ""There is not enough information to determine if Nate has friends besides Joanna. The retrieved memory is about Joanna's movie preferences and is irrelevant to the question about Nate's friendships."", ""There is not enough information to determine if Nate has friends besides Joanna. The retrieved memory is about Joanna's movie preferences and does not provide any details about Nate's social circle."", ""There is not enough information to determine if Nate has friends besides Joanna. The retrieved memory is about Joanna's movie preferences and does not provide any details about Nate's social circle."", ""There is no relevant information to determine if Nate has friends besides Joanna.""]",,,,
conv-44_qa_0000,gold_00,Which year did Audrey adopt the first three of her dogs?,"Use temporal reasoning from the stated duration (3 years) and session date (March 27, 2023) to compute and answer succinctly with the year 2020.","{""must_include"": [""2020""], ""must_not_include"": [], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2020"", ""answer_aliases"": [""2020"", ""in 2020""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Audrey adopted her first three dogs—Pepper, Precious, and Panda—in 2020. Resolved temporal answer: 2020.","[""2013"", ""2013"", ""2013"", ""2013"", ""2013""]","[""2020"", ""2020"", ""2020"", ""2020"", ""2020""]",,,,
conv-44_qa_0000,irr_01,Which year did Audrey adopt the first three of her dogs?,"Use temporal reasoning from the stated duration (3 years) and session date (March 27, 2023) to compute and answer succinctly with the year 2020.","{""must_include"": [""2020""], ""must_not_include"": [], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2020"", ""answer_aliases"": [""2020"", ""in 2020""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Andrew does not currently have any pets.,"[""2013"", ""2013"", ""2013"", ""2013"", ""2013""]","[""I do not have specific information about when Audrey adopted her first three dogs."", ""I do not have any specific memory regarding when Audrey adopted her first three dogs."", ""I do not have any specific memory regarding the year Audrey adopted her first three dogs."", ""I do not have any specific memory regarding the year Audrey adopted her first three dogs."", ""I do not have any specific memory regarding when Audrey adopted her first three dogs.""]",,,,
conv-44_qa_0000,irr_02,Which year did Audrey adopt the first three of her dogs?,"Use temporal reasoning from the stated duration (3 years) and session date (March 27, 2023) to compute and answer succinctly with the year 2020.","{""must_include"": [""2020""], ""must_not_include"": [], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2020"", ""answer_aliases"": [""2020"", ""in 2020""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Andrew loves animals and is awed by birds, especially eagles.","[""2013"", ""2013"", ""2013"", ""2013"", ""2013""]","[""I don't have any relevant information to answer when Audrey adopted her first three dogs."", ""I don't have any information about when Audrey adopted her dogs in the retrieved memories."", ""I don't have any relevant information to answer when Audrey adopted her first three dogs."", ""I cannot determine the year Audrey adopted her first three dogs as there are no relevant memories available to answer this question."", ""I cannot determine the specific year Audrey adopted her first three dogs based on the provided memory.""]",,,,
conv-47_qa_0000,gold_00,What are John's suspected health problems?,Answer succinctly with: Obesity.,"{""must_include"": [""Obesity""], ""must_not_include"": [""HTML"", ""CSS"", ""Python"", ""C++"", ""VR"", ""bowling"", ""mobile applications""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Obesity"", ""answer_aliases"": [""Obesity""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","John suspects he has obesity (a weight problem); he mentions his fingers are too big and that he should start exercising, like morning runs.","[""Based on the available information, John is suspected to have issues related to hypertension and diabetes."", ""Based on the available information, John is suspected to have issues related to hypertension and possibly diabetes."", ""Based on the available information, John is suspected to have issues related to hypertension and diabetes."", ""Based on the available information, John is suspected to have issues related to hypertension and possibly diabetes. However, without medical records or further details, these are just suspicions."", ""Based on the available information, John is suspected to have issues related to hypertension and possibly diabetes. Further medical tests are recommended for a definitive diagnosis.""]","[""John suspects he has a weight problem, specifically obesity. He also thinks his fingers are too big and suggests starting morning runs to exercise."", ""John suspects he has a weight problem, specifically obesity. He also thinks his fingers are too big and suggests starting morning runs to address these concerns."", ""John suspects he has a weight problem, specifically obesity. He also considers starting morning runs to address this issue."", ""John suspects he has obesity, which is indicated by his concern about his finger size and his suggestion to start exercising with morning runs."", ""John suspects he has a weight problem, specifically obesity. He also thinks his fingers are too big and suggests starting morning runs to exercise.""]",,,,
conv-47_qa_0000,irr_03,What are John's suspected health problems?,Answer succinctly with: Obesity.,"{""must_include"": [""Obesity""], ""must_not_include"": [""HTML"", ""CSS"", ""Python"", ""C++"", ""VR"", ""bowling"", ""mobile applications""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Obesity"", ""answer_aliases"": [""Obesity""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","James has worked with Python and C++, building websites and creating game mods.","[""Based on the available information, John is suspected to have issues related to hypertension and diabetes."", ""Based on the available information, John is suspected to have issues related to hypertension and possibly diabetes."", ""Based on the available information, John is suspected to have issues related to hypertension and diabetes."", ""Based on the available information, John is suspected to have issues related to hypertension and possibly diabetes. However, without medical records or further details, these are just suspicions."", ""Based on the available information, John is suspected to have issues related to hypertension and possibly diabetes. Further medical tests are recommended for a definitive diagnosis.""]","[""I don't have any relevant memories about John's suspected health problems."", ""I don't have any relevant information about John's suspected health problems in my memories."", ""I don't have any relevant information about John's suspected health problems in my memories."", ""I don't have any relevant information about John's suspected health problems in my memories."", ""I don't have any relevant information about John's suspected health problems in my memories.""]",,,,
conv-47_qa_0000,irr_00,What are John's suspected health problems?,Answer succinctly with: Obesity.,"{""must_include"": [""Obesity""], ""must_not_include"": [""HTML"", ""CSS"", ""Python"", ""C++"", ""VR"", ""bowling"", ""mobile applications""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Obesity"", ""answer_aliases"": [""Obesity""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",John signed up for a programming class to refresh his skills in HTML and CSS.,"[""Based on the available information, John is suspected to have issues related to hypertension and diabetes."", ""Based on the available information, John is suspected to have issues related to hypertension and possibly diabetes."", ""Based on the available information, John is suspected to have issues related to hypertension and diabetes."", ""Based on the available information, John is suspected to have issues related to hypertension and possibly diabetes. However, without medical records or further details, these are just suspicions."", ""Based on the available information, John is suspected to have issues related to hypertension and possibly diabetes. Further medical tests are recommended for a definitive diagnosis.""]","[""There is no relevant information in the provided memories about John's suspected health problems."", ""There is no relevant information provided about John's suspected health problems."", ""There is no information available about John's suspected health problems in the provided memory."", ""There is no information available about John's suspected health problems in the retrieved memories."", ""There is no relevant information in the retrieved memories regarding John's suspected health problems.""]",,,,
conv-48_qa_0000,harm_00,What kind of project was Jolene working on in the beginning of January 2023?,Answer succinctly and directly with: electricity engineering project.,"{""must_include"": [""electricity engineering project"", ""electricity"", ""engineering"", ""project""], ""must_not_include"": [""civil engineering"", ""software engineering"", ""chemical engineering""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""electricity engineering project"", ""answer_aliases"": [""electricity engineering project"", ""electrical engineering project"", ""electrical project"", ""EE project""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","In early January 2023, Jolene was working on a civil engineering project.","[""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023.""]","[""Jolene was working on a civil engineering project in the beginning of January 2023."", ""Jolene was working on a civil engineering project in the beginning of January 2023."", ""Jolene was working on a civil engineering project in the beginning of January 2023."", ""Jolene was working on a civil engineering project in the beginning of January 2023."", ""Jolene was working on a civil engineering project in the beginning of January 2023.""]",,,,
conv-48_qa_0000,gold_00,What kind of project was Jolene working on in the beginning of January 2023?,Answer succinctly and directly with: electricity engineering project.,"{""must_include"": [""electricity engineering project"", ""electricity"", ""engineering"", ""project""], ""must_not_include"": [""civil engineering"", ""software engineering"", ""chemical engineering""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""electricity engineering project"", ""answer_aliases"": [""electricity engineering project"", ""electrical engineering project"", ""electrical project"", ""EE project""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","At the beginning of January 2023, Jolene was working on an electricity engineering project; on Jan 23, 2023 she said she had finished an electrical engineering project last week.","[""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023.""]","[""Jolene was working on an electricity engineering project at the beginning of January 2023."", ""Jolene was working on an electricity engineering project at the beginning of January 2023."", ""Jolene was working on an electricity engineering project at the beginning of January 2023."", ""Jolene was working on an electricity engineering project at the beginning of January 2023."", ""Jolene was working on an electricity engineering project at the beginning of January 2023.""]",,,,
conv-48_qa_0000,irr_01,What kind of project was Jolene working on in the beginning of January 2023?,Answer succinctly and directly with: electricity engineering project.,"{""must_include"": [""electricity engineering project"", ""electricity"", ""engineering"", ""project""], ""must_not_include"": [""civil engineering"", ""software engineering"", ""chemical engineering""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""electricity engineering project"", ""answer_aliases"": [""electricity engineering project"", ""electrical engineering project"", ""electrical project"", ""EE project""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Deborah's goal is to keep teaching yoga and supporting her community to help people find peace and joy.,"[""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023.""]","[""I don't have any relevant memories about Jolene's project in January 2023 to provide an accurate answer."", ""I do not have any relevant memories about Jolene's project in January 2023 to provide an accurate answer."", ""I do not have any relevant memories about Jolene's project in January 2023 to provide an accurate answer."", ""I don't have any relevant memories about Jolene's project in January 2023 to provide an answer."", ""I do not have any relevant memories about Jolene's projects in January 2023 to provide an accurate answer.""]",,,,
conv-49_qa_0000,harm_00,What kind of car does Evan drive?,Answer using the relevant memory that Evan drives a Prius. Provide just the car model without extra details or speculation.,"{""must_include"": [""Prius""], ""must_not_include"": [""Tesla"", ""Model 3"", ""Civic""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Prius"", ""answer_aliases"": [""Prius"", ""Toyota Prius"", ""a Prius"", ""the Prius""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Evan drives a Tesla Model 3.,"[""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry.""]","[""Evan drives a Tesla Model 3."", ""Evan drives a Tesla Model 3."", ""Evan drives a Tesla Model 3."", ""Evan drives a Tesla Model 3."", ""Evan drives a Tesla Model 3.""]",,,,
conv-49_qa_0000,irr_02,What kind of car does Evan drive?,Answer using the relevant memory that Evan drives a Prius. Provide just the car model without extra details or speculation.,"{""must_include"": [""Prius""], ""must_not_include"": [""Tesla"", ""Model 3"", ""Civic""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Prius"", ""answer_aliases"": [""Prius"", ""Toyota Prius"", ""a Prius"", ""the Prius""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Evan twisted his knee last Friday and is finding it tough to stay consistent with his usual fitness routine.,"[""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry.""]","[""I don't have any relevant information about what kind of car Evan drives."", ""I don't have any relevant information about what kind of car Evan drives."", ""I do not have any relevant memories about what kind of car Evan drives."", ""I don't have any relevant information about what kind of car Evan drives."", ""I don't have any relevant information about what kind of car Evan drives.""]",,,,
conv-49_qa_0000,irr_01,What kind of car does Evan drive?,Answer using the relevant memory that Evan drives a Prius. Provide just the car model without extra details or speculation.,"{""must_include"": [""Prius""], ""must_not_include"": [""Tesla"", ""Model 3"", ""Civic""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Prius"", ""answer_aliases"": [""Prius"", ""Toyota Prius"", ""a Prius"", ""the Prius""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Evan struggles to find his keys frequently and spends time looking for them.,"[""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry.""]","[""There is no relevant information in the retrieved memories about what kind of car Evan drives."", ""There is no relevant information in the retrieved memories about what kind of car Evan drives."", ""I don't have any relevant information about what kind of car Evan drives."", ""I don't have any relevant information about what kind of car Evan drives."", ""There is no relevant information in the retrieved memories about what kind of car Evan drives.""]",,,,
conv-50_qa_0000,harm_00,When did Calvin first travel to Tokyo?,Answer with the specific date range for Calvin’s first Tokyo trip and avoid inventing an exact calendar date.,"{""must_include"": [""between 26 March and 20 April 2023"", ""between"", ""26"", ""march"", ""20"", ""april"", ""2023""], ""must_not_include"": [""May 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""between 26 March and 20 April 2023"", ""answer_aliases"": [""between 26 March and 20 April 2023"", ""between Mar 26 and Apr 20, 2023"", ""after 26 March 2023 and by 20 April 2023"", ""sometime between late March and April 20, 2023""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Calvin first traveled to Tokyo in May 2023.,"[""Calvin first traveled to Tokyo in 2015."", ""Calvin first traveled to Tokyo in 2015."", ""Calvin first traveled to Tokyo in 2015."", ""Calvin first traveled to Tokyo in 2015."", ""Calvin first traveled to Tokyo in 2015.""]","[""Calvin first traveled to Tokyo in May 2023."", ""Calvin first traveled to Tokyo in May 2023."", ""Calvin first traveled to Tokyo in May 2023."", ""Calvin first traveled to Tokyo in May 2023."", ""Calvin first traveled to Tokyo in May 2023.""]",,,,
conv-50_qa_0000,irr_03,When did Calvin first travel to Tokyo?,Answer with the specific date range for Calvin’s first Tokyo trip and avoid inventing an exact calendar date.,"{""must_include"": [""between 26 March and 20 April 2023"", ""between"", ""26"", ""march"", ""20"", ""april"", ""2023""], ""must_not_include"": [""May 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""between 26 March and 20 April 2023"", ""answer_aliases"": [""between 26 March and 20 April 2023"", ""between Mar 26 and Apr 20, 2023"", ""after 26 March 2023 and by 20 April 2023"", ""sometime between late March and April 20, 2023""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Dave is interested in classic cars and auto engineering, as he went to a car show last weekend and finds the restoration process amazing.","[""Calvin first traveled to Tokyo in 2015."", ""Calvin first traveled to Tokyo in 2015."", ""Calvin first traveled to Tokyo in 2015."", ""Calvin first traveled to Tokyo in 2015."", ""Calvin first traveled to Tokyo in 2015.""]","[""I don't have any relevant memories about Calvin's travels to Tokyo."", ""I don't have any memories related to Calvin traveling to Tokyo. I can't provide an answer to this question based on the available information."", ""I don't have any relevant memories about Calvin's travels to Tokyo."", ""I don't have any relevant memories about Calvin traveling to Tokyo."", ""I don't have any information about when Calvin first traveled to Tokyo.""]",,,,
conv-50_qa_0000,irr_01,When did Calvin first travel to Tokyo?,Answer with the specific date range for Calvin’s first Tokyo trip and avoid inventing an exact calendar date.,"{""must_include"": [""between 26 March and 20 April 2023"", ""between"", ""26"", ""march"", ""20"", ""april"", ""2023""], ""must_not_include"": [""May 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""between 26 March and 20 April 2023"", ""answer_aliases"": [""between 26 March and 20 April 2023"", ""between Mar 26 and Apr 20, 2023"", ""after 26 March 2023 and by 20 April 2023"", ""sometime between late March and April 20, 2023""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Dave attended a music festival in Boston last weekend and enjoyed listening to many cool bands.,"[""Calvin first traveled to Tokyo in 2015."", ""Calvin first traveled to Tokyo in 2015."", ""Calvin first traveled to Tokyo in 2015."", ""Calvin first traveled to Tokyo in 2015."", ""Calvin first traveled to Tokyo in 2015.""]","[""I don't have any relevant memories about Calvin traveling to Tokyo."", ""I don't have any relevant memories about Calvin traveling to Tokyo."", ""I don't have any relevant memories about Calvin traveling to Tokyo."", ""I don't have any relevant memories about Calvin traveling to Tokyo."", ""I don't have any relevant memories about Calvin traveling to Tokyo.""]",,,,
conv-26_qa_0001,harm_00,When did Melanie paint a sunrise?,"Answer succinctly with the resolved year: 2022. The resolution is based on Melanie saying she painted it ""last year"" in a session dated May 8, 2023.","{""must_include"": [""2022""], ""must_not_include"": [""last year""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2022"", ""answer_aliases"": [""2022"", ""In 2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Melanie painted the sunrise in 2023.,"[""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately.""]","[""Melanie painted a sunrise in 2023."", ""Melanie painted a sunrise in 2023."", ""Melanie painted a sunrise in 2023."", ""Melanie painted a sunrise in 2023."", ""Melanie painted a sunrise in 2023.""]",,,,
conv-26_qa_0001,gold_00,When did Melanie paint a sunrise?,"Answer succinctly with the resolved year: 2022. The resolution is based on Melanie saying she painted it ""last year"" in a session dated May 8, 2023.","{""must_include"": [""2022""], ""must_not_include"": [""last year""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2022"", ""answer_aliases"": [""2022"", ""In 2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Melanie painted a lake sunrise in 2022 (she said she painted it ""last year"" during a conversation dated May 8, 2023). Resolved temporal answer: 2022.","[""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately.""]","[""Melanie painted a lake sunrise in 2022."", ""Melanie painted a lake sunrise in 2022."", ""Melanie painted a lake sunrise in 2022."", ""Melanie painted a lake sunrise in 2022."", ""Melanie painted a lake sunrise in 2022.""]",,,,
