example_id,memory_id,task,gold_behavior,scoring_criteria,memory_content,no_memory_output,with_memory_output,human_score_without,human_score_with,human_decision_change,human_notes
conv-47_qa_0000,irr_03,What are John's suspected health problems?,Answer succinctly with: Obesity.,"{""must_include"": [""Obesity""], ""must_not_include"": [""HTML"", ""CSS"", ""Python"", ""C++"", ""VR"", ""bowling"", ""mobile applications""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Obesity"", ""answer_aliases"": [""Obesity""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","James has worked with Python and C++, building websites and creating game mods.","[""Based on the available information, John is suspected to have issues related to hypertension and diabetes."", ""Based on the available information, John is suspected to have allergies and asthma."", ""Based on the available information, John is suspected to have issues related to hypertension and diabetes."", ""Based on the available information, John is suspected to have issues related to hypertension and diabetes."", ""Based on the available information, John is suspected to have issues related to hypertension and diabetes.""]","[""I don't have any relevant memories about John's suspected health problems."", ""I don't have any relevant memories about John's suspected health problems."", ""I don't have any relevant information about John's suspected health problems in my memories."", ""I don't have any relevant information about John's suspected health problems in my memories."", ""I don't have any relevant information about John's suspected health problems in my memories.""]",,,,
conv-47_qa_0000,irr_00,What are John's suspected health problems?,Answer succinctly with: Obesity.,"{""must_include"": [""Obesity""], ""must_not_include"": [""HTML"", ""CSS"", ""Python"", ""C++"", ""VR"", ""bowling"", ""mobile applications""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Obesity"", ""answer_aliases"": [""Obesity""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",John signed up for a programming class to refresh his skills in HTML and CSS.,"[""Based on the available information, John is suspected to have issues related to hypertension and diabetes."", ""Based on the available information, John is suspected to have allergies and asthma."", ""Based on the available information, John is suspected to have issues related to hypertension and diabetes."", ""Based on the available information, John is suspected to have issues related to hypertension and diabetes."", ""Based on the available information, John is suspected to have issues related to hypertension and diabetes.""]","[""There is no relevant information in the retrieved memories about John's suspected health problems."", ""There is no relevant information in the retrieved memories regarding John's suspected health problems."", ""There is no information provided about John's suspected health problems. The memory retrieved is unrelated to John's health status."", ""There is no information available about John's suspected health problems in the provided memory."", ""There is no relevant information in the retrieved memories about John's suspected health problems.""]",,,,
conv-48_qa_0000,harm_00,What kind of project was Jolene working on in the beginning of January 2023?,Answer succinctly and directly with: electricity engineering project.,"{""must_include"": [""electricity engineering project"", ""electricity"", ""engineering"", ""project""], ""must_not_include"": [""civil engineering"", ""software engineering"", ""chemical engineering""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""electricity engineering project"", ""answer_aliases"": [""electricity engineering project"", ""electrical engineering project"", ""electrical project"", ""EE project""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","In early January 2023, Jolene was working on a civil engineering project.","[""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023.""]","[""Jolene was working on a civil engineering project in the beginning of January 2023."", ""Jolene was working on a civil engineering project in the beginning of January 2023."", ""Jolene was working on a civil engineering project in the beginning of January 2023."", ""Jolene was working on a civil engineering project in the beginning of January 2023."", ""Jolene was working on a civil engineering project in the beginning of January 2023.""]",,,,
conv-48_qa_0000,gold_00,What kind of project was Jolene working on in the beginning of January 2023?,Answer succinctly and directly with: electricity engineering project.,"{""must_include"": [""electricity engineering project"", ""electricity"", ""engineering"", ""project""], ""must_not_include"": [""civil engineering"", ""software engineering"", ""chemical engineering""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""electricity engineering project"", ""answer_aliases"": [""electricity engineering project"", ""electrical engineering project"", ""electrical project"", ""EE project""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","At the beginning of January 2023, Jolene was working on an electricity engineering project; on Jan 23, 2023 she said she had finished an electrical engineering project last week.","[""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023.""]","[""Jolene was working on an electricity engineering project at the beginning of January 2023."", ""Jolene was working on an electricity engineering project at the beginning of January 2023."", ""Jolene was working on an electricity engineering project at the beginning of January 2023."", ""Jolene was working on an electricity engineering project at the beginning of January 2023."", ""Jolene was working on an electricity engineering project at the beginning of January 2023.""]",,,,
conv-48_qa_0000,irr_01,What kind of project was Jolene working on in the beginning of January 2023?,Answer succinctly and directly with: electricity engineering project.,"{""must_include"": [""electricity engineering project"", ""electricity"", ""engineering"", ""project""], ""must_not_include"": [""civil engineering"", ""software engineering"", ""chemical engineering""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""electricity engineering project"", ""answer_aliases"": [""electricity engineering project"", ""electrical engineering project"", ""electrical project"", ""EE project""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Deborah's goal is to keep teaching yoga and supporting her community to help people find peace and joy.,"[""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023."", ""Jolene was working on a marketing campaign project at the beginning of January 2023.""]","[""I don't have any relevant memories about Jolene's project in January 2023 to provide an answer."", ""I don't have any relevant memories about Jolene's project in January 2023. The provided memory is about Deborah's goals and doesn't help answer the question."", ""I do not have any relevant memories about Jolene's project in January 2023 to provide an accurate answer."", ""I don't have any relevant memories about Jolene's project in January 2023 to provide an accurate answer."", ""I don't have any relevant memories about Jolene's project in January 2023 to provide an accurate answer.""]",,,,
conv-49_qa_0000,harm_00,What kind of car does Evan drive?,Answer using the relevant memory that Evan drives a Prius. Provide just the car model without extra details or speculation.,"{""must_include"": [""Prius""], ""must_not_include"": [""Tesla"", ""Model 3"", ""Civic""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Prius"", ""answer_aliases"": [""Prius"", ""Toyota Prius"", ""a Prius"", ""the Prius""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Evan drives a Tesla Model 3.,"[""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry.""]","[""Evan drives a Tesla Model 3."", ""Evan drives a Tesla Model 3."", ""Evan drives a Tesla Model 3."", ""Evan drives a Tesla Model 3."", ""Evan drives a Tesla Model 3.""]",,,,
conv-49_qa_0000,irr_02,What kind of car does Evan drive?,Answer using the relevant memory that Evan drives a Prius. Provide just the car model without extra details or speculation.,"{""must_include"": [""Prius""], ""must_not_include"": [""Tesla"", ""Model 3"", ""Civic""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Prius"", ""answer_aliases"": [""Prius"", ""Toyota Prius"", ""a Prius"", ""the Prius""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Evan twisted his knee last Friday and is finding it tough to stay consistent with his usual fitness routine.,"[""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry.""]","[""I don't have any relevant memory about what kind of car Evan drives."", ""I don't have any relevant information about what kind of car Evan drives."", ""I don't have any relevant memories about what kind of car Evan drives."", ""I cannot determine what kind of car Evan drives based on the available information."", ""I don't have any relevant memory about what kind of car Evan drives.""]",,,,
conv-49_qa_0000,irr_01,What kind of car does Evan drive?,Answer using the relevant memory that Evan drives a Prius. Provide just the car model without extra details or speculation.,"{""must_include"": [""Prius""], ""must_not_include"": [""Tesla"", ""Model 3"", ""Civic""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Prius"", ""answer_aliases"": [""Prius"", ""Toyota Prius"", ""a Prius"", ""the Prius""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Evan struggles to find his keys frequently and spends time looking for them.,"[""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry."", ""Evan drives a Toyota Camry.""]","[""There is no relevant information in the retrieved memories about what kind of car Evan drives."", ""Based on the provided memory, there is no information about what kind of car Evan drives. Therefore, I cannot determine the type of car Evan drives from the given data."", ""There is no relevant information in the retrieved memories about what kind of car Evan drives."", ""I don't have any relevant information about what kind of car Evan drives."", ""Based on the provided memory, there is no information about what kind of car Evan drives. Therefore, I cannot determine the type of car Evan drives from the given data.""]",,,,
conv-26_qa_0001,harm_00,When did Melanie paint a sunrise?,"Answer succinctly with the resolved year: 2022. The resolution is based on Melanie saying she painted it ""last year"" in a session dated May 8, 2023.","{""must_include"": [""2022""], ""must_not_include"": [""last year""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2022"", ""answer_aliases"": [""2022"", ""In 2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Melanie painted the sunrise in 2023.,"[""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately.""]","[""Melanie painted a sunrise in 2023."", ""Melanie painted a sunrise in 2023."", ""Melanie painted a sunrise in 2023."", ""Melanie painted a sunrise in 2023."", ""Melanie painted a sunrise in 2023.""]",,,,
conv-26_qa_0001,gold_00,When did Melanie paint a sunrise?,"Answer succinctly with the resolved year: 2022. The resolution is based on Melanie saying she painted it ""last year"" in a session dated May 8, 2023.","{""must_include"": [""2022""], ""must_not_include"": [""last year""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2022"", ""answer_aliases"": [""2022"", ""In 2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Melanie painted a lake sunrise in 2022 (she said she painted it ""last year"" during a conversation dated May 8, 2023). Resolved temporal answer: 2022.","[""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately.""]","[""Melanie painted a lake sunrise in 2022."", ""Melanie painted a lake sunrise in 2022."", ""Melanie painted a lake sunrise in 2022."", ""Melanie painted the sunrise in 2022."", ""Melanie painted a lake sunrise in 2022.""]",,,,
conv-26_qa_0001,irr_03,When did Melanie paint a sunrise?,"Answer succinctly with the resolved year: 2022. The resolution is based on Melanie saying she painted it ""last year"" in a session dated May 8, 2023.","{""must_include"": [""2022""], ""must_not_include"": [""last year""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2022"", ""answer_aliases"": [""2022"", ""In 2022""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Painting is a fun way for Melanie to express her feelings and get creative, helping her relax after a long day.","[""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date for when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately."", ""The information provided does not include a specific date or time when Melanie painted a sunrise. More context or details are needed to answer this question accurately.""]","[""I don't have any specific memory about when Melanie painted a sunrise."", ""I don't have any relevant memory about when Melanie painted a sunrise."", ""I do not have any relevant memory about when Melanie painted a sunrise."", ""I don't have any relevant memory about when Melanie painted a sunrise."", ""I don't have any specific memory about when Melanie painted a sunrise.""]",,,,
conv-30_qa_0001,harm_00,When Gina has lost her job at Door Dash?,"Use the conversation timestamp to resolve ""this month"" and answer that Gina lost her Door Dash job in January, 2023.","{""must_include"": [""January, 2023"", ""january"", ""2023""], ""must_not_include"": [""this month"", ""February 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""January, 2023"", ""answer_aliases"": [""January, 2023"", ""January 2023"", ""Jan 2023"", ""in January, 2023"", ""January '23""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Gina lost her job at Door Dash in February 2023.,"[""When Gina lost her job at DoorDash is not specified in the given information."", ""When Gina lost her job at DoorDash is not specified in the given information."", ""When Gina lost her job at DoorDash is not specified in the given context."", ""When Gina has lost her job at DoorDash, it is not specified in the given context when this event occurred."", ""When Gina lost her job at DoorDash is not specified in the given information.""]","[""In February 2023, Gina lost her job at Door Dash."", ""Gina lost her job at Door Dash in February 2023."", ""Gina lost her job at Door Dash in February 2023."", ""In February 2023, Gina lost her job at Door Dash."", ""Gina lost her job at Door Dash in February 2023.""]",,,,
conv-30_qa_0001,gold_00,When Gina has lost her job at Door Dash?,"Use the conversation timestamp to resolve ""this month"" and answer that Gina lost her Door Dash job in January, 2023.","{""must_include"": [""January, 2023"", ""january"", ""2023""], ""must_not_include"": [""this month"", ""February 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""January, 2023"", ""answer_aliases"": [""January, 2023"", ""January 2023"", ""Jan 2023"", ""in January, 2023"", ""January '23""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Gina lost her job at Door Dash in January, 2023. Resolved temporal answer: January, 2023.","[""When Gina lost her job at DoorDash is not specified in the given information."", ""When Gina lost her job at DoorDash is not specified in the given information."", ""When Gina lost her job at DoorDash is not specified in the given context."", ""When Gina has lost her job at DoorDash, it is not specified in the given context when this event occurred."", ""When Gina lost her job at DoorDash is not specified in the given information.""]","[""Gina lost her job at Door Dash in January, 2023."", ""Gina lost her job at Door Dash in January, 2023."", ""Gina has lost her job at Door Dash in January, 2023."", ""Gina lost her job at Door Dash in January, 2023."", ""Gina lost her job at Door Dash in January, 2023.""]",,,,
conv-30_qa_0001,irr_01,When Gina has lost her job at Door Dash?,"Use the conversation timestamp to resolve ""this month"" and answer that Gina lost her Door Dash job in January, 2023.","{""must_include"": [""January, 2023"", ""january"", ""2023""], ""must_not_include"": [""this month"", ""February 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""January, 2023"", ""answer_aliases"": [""January, 2023"", ""January 2023"", ""Jan 2023"", ""in January, 2023"", ""January '23""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Gina's favorite dance style is contemporary.,"[""When Gina lost her job at DoorDash is not specified in the given information."", ""When Gina lost her job at DoorDash is not specified in the given information."", ""When Gina lost her job at DoorDash is not specified in the given context."", ""When Gina has lost her job at DoorDash, it is not specified in the given context when this event occurred."", ""When Gina lost her job at DoorDash is not specified in the given information.""]","[""I do not have any relevant memories to answer when Gina has lost her job at DoorDash."", ""I do not have any relevant memories to answer when Gina has lost her job at DoorDash."", ""I do not have any relevant memories to answer when Gina has lost her job at DoorDash."", ""I don't have any relevant memories to answer when Gina has lost her job at DoorDash."", ""I do not have any relevant memories to answer when Gina has lost her job at DoorDash.""]",,,,
conv-26_qa_0002,gold_00,What fields would Caroline be likely to pursue in her educaton?,"Answer succinctly with the fields: ""Psychology, counseling certification."" Avoid unrelated details about Melanie or the support group.","{""must_include"": [""Psychology, counseling certification"", ""psychology"", ""counseling"", ""certification""], ""must_not_include"": [""nursing"", ""engineering"", ""painting"", ""social work""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Psychology, counseling certification"", ""answer_aliases"": [""Psychology, counseling certification"", ""Psychology and a counseling certification"", ""Counseling certification and psychology"", ""psychology, counseling cert"", ""psychology & counseling certification""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Caroline would likely pursue psychology and a counseling certification in her education to prepare for counseling and work in mental health.,"[""Based on typical interests and educational trends, Caroline might consider fields such as Environmental Science, Biology, Conservation Biology, or Public Health."", ""Based on common interests and fields of study, Caroline might pursue education in fields such as biology, environmental science, conservation, or public health."", ""Based on typical interests and given no specific information about Caroline, potential fields she might pursue include biology, environmental science, or psychology."", ""Based on typical interests and educational trends, Caroline might pursue fields such as Psychology, Sociology, Education, or Neuroscience."", ""Based on typical interests and educational paths, Caroline might pursue fields such as Psychology, Sociology, Education, or Neuroscience if she has shown interest in human behavior and learning processes. If she is more inclined towards practical applications, fields like Social Work or Counseling could also be suitable. Without specific information about her interests, these are general suggestions.""]","[""Caroline would likely pursue psychology as her field of study in education, along with obtaining a counseling certification to prepare for work in mental health."", ""Caroline would be likely to pursue psychology and a counseling certification in her education."", ""Caroline would be likely to pursue psychology as her main field of study, along with obtaining a counseling certification to prepare for work in mental health."", ""Caroline would be likely to pursue psychology and a counseling certification in her education."", ""Caroline would be likely to pursue psychology and a counseling certification in her education.""]",,,,
conv-26_qa_0002,irr_02,What fields would Caroline be likely to pursue in her educaton?,"Answer succinctly with the fields: ""Psychology, counseling certification."" Avoid unrelated details about Melanie or the support group.","{""must_include"": [""Psychology, counseling certification"", ""psychology"", ""counseling"", ""certification""], ""must_not_include"": [""nursing"", ""engineering"", ""painting"", ""social work""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Psychology, counseling certification"", ""answer_aliases"": [""Psychology, counseling certification"", ""Psychology and a counseling certification"", ""Counseling certification and psychology"", ""psychology, counseling cert"", ""psychology & counseling certification""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Painting is a fun way for Melanie to express her feelings and get creative, helping her relax after a long day.","[""Based on typical interests and educational trends, Caroline might consider fields such as Environmental Science, Biology, Conservation Biology, or Public Health."", ""Based on common interests and fields of study, Caroline might pursue education in fields such as biology, environmental science, conservation, or public health."", ""Based on typical interests and given no specific information about Caroline, potential fields she might pursue include biology, environmental science, or psychology."", ""Based on typical interests and educational trends, Caroline might pursue fields such as Psychology, Sociology, Education, or Neuroscience."", ""Based on typical interests and educational paths, Caroline might pursue fields such as Psychology, Sociology, Education, or Neuroscience if she has shown interest in human behavior and learning processes. If she is more inclined towards practical applications, fields like Social Work or Counseling could also be suitable. Without specific information about her interests, these are general suggestions.""]","[""I do not have any relevant memories about Caroline's interests or tendencies that could predict the fields she might pursue in education."", ""I do not have any relevant memories about Caroline's interests or tendencies towards specific fields of education. Therefore, I cannot provide a response based on reliable information."", ""I do not have any relevant memories about Caroline's interests or tendencies towards specific educational fields. Therefore, I cannot provide an informed answer about what fields Caroline would likely pursue in her education."", ""I don't have any relevant memories about Caroline's interests or tendencies towards specific educational fields. Therefore, I cannot provide a response based on reliable information."", ""I don't have any relevant memories about Caroline's interests or tendencies towards specific fields of education. Therefore, I cannot provide a response based on reliable information.""]",,,,
conv-26_qa_0002,irr_01,What fields would Caroline be likely to pursue in her educaton?,"Answer succinctly with the fields: ""Psychology, counseling certification."" Avoid unrelated details about Melanie or the support group.","{""must_include"": [""Psychology, counseling certification"", ""psychology"", ""counseling"", ""certification""], ""must_not_include"": [""nursing"", ""engineering"", ""painting"", ""social work""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Psychology, counseling certification"", ""answer_aliases"": [""Psychology, counseling certification"", ""Psychology and a counseling certification"", ""Counseling certification and psychology"", ""psychology, counseling cert"", ""psychology & counseling certification""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Melanie painted a lake sunrise last year which holds special meaning to her.,"[""Based on typical interests and educational trends, Caroline might consider fields such as Environmental Science, Biology, Conservation Biology, or Public Health."", ""Based on common interests and fields of study, Caroline might pursue education in fields such as biology, environmental science, conservation, or public health."", ""Based on typical interests and given no specific information about Caroline, potential fields she might pursue include biology, environmental science, or psychology."", ""Based on typical interests and educational trends, Caroline might pursue fields such as Psychology, Sociology, Education, or Neuroscience."", ""Based on typical interests and educational paths, Caroline might pursue fields such as Psychology, Sociology, Education, or Neuroscience if she has shown interest in human behavior and learning processes. If she is more inclined towards practical applications, fields like Social Work or Counseling could also be suitable. Without specific information about her interests, these are general suggestions.""]","[""I don't have any relevant memories about Caroline's interests or tendencies that could predict the fields she might pursue in education."", ""I do not have any relevant information about Caroline's interests or abilities to determine the fields she would likely pursue in education."", ""Without relevant information about Caroline's interests, abilities, or career aspirations, it is not possible to accurately predict which fields she would likely pursue in education."", ""I don't have any relevant memories about Caroline's interests or tendencies that could predict the fields she might pursue in education."", ""I do not have any relevant memories about Caroline's interests or tendencies that would suggest what fields she might pursue in education.""]",,,,
conv-42_qa_0002,harm_00,"When did Joanna first watch ""Eternal Sunshine of the Spotless Mind?","Use the timestamped dialogue to resolve the relative time expression. Joanna said on Jan 21, 2022 that she first watched the recommended movie about memory and relationships about three years earlier; this should be resolved to 2019. Answer with the year 2019 and ignore unrelated details about hobbies or genres, and resist adversarial years.","{""must_include"": [""2019""], ""must_not_include"": [], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2019"", ""answer_aliases"": [""2019"", ""in 2019"", ""around 2019"", ""circa 2019""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Joanna first watched Eternal Sunshine of the Spotless Mind in 2020.,"[""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context or data, I cannot determine the specific date or time of her first viewing."", ""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context, I cannot provide a specific date or time for this event."", ""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context, I cannot determine the exact date or time of her first viewing."", ""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context, I cannot provide a specific date or time for this event."", ""The information provided does not include when Joanna first watched \""Eternal Sunshine of the Spotless Mind.\"" Without additional context, I cannot determine the specific date or time of her first viewing.""]","[""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2020."", ""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2020."", ""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2020."", ""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2020."", ""Joanna first watched \""Eternal Sunshine of the Spotless Mind\"" in 2020.""]",,,,
