example_id,memory_id,task,gold_behavior,scoring_criteria,memory_content,no_memory_output,with_memory_output,human_score_without,human_score_with,human_decision_change,human_notes
conv-42_qa_0000,irr_00,Is it likely that Nate has friends besides Joanna?,"Answer: Yesteammates on hisvideo game team. Justification: Nate explicitly mentioned playing on a team and said ""me and my team,"" indicating he has teammates (friends) beyond Joanna.","{""must_include"": [""Yesteammates on hisvideo game team."", ""yesteammates"", ""hisvideo"", ""game"", ""team""], ""must_not_include"": [""No"", ""only Joanna"", ""just Joanna"", ""not likely"", ""doesn't have other friends"", ""solo""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Yesteammates on hisvideo game team."", ""answer_aliases"": [""Yesteammates on hisvideo game team."", ""Yes—his teammates on his video game team."", ""Yes, his teammates on his gaming team.""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Besides writing, Joanna also enjoys reading, watching movies, and exploring nature as hobbies.","[""Based on the information provided, it is likely that Nate has friends besides Joanna, but without more context, it's impossible to determine the exact number or identity of those friends.""]","[""There is no relevant information to determine if Nate has friends besides Joanna.""]",,,,
conv-42_qa_0000,irr_01,Is it likely that Nate has friends besides Joanna?,"Answer: Yesteammates on hisvideo game team. Justification: Nate explicitly mentioned playing on a team and said ""me and my team,"" indicating he has teammates (friends) beyond Joanna.","{""must_include"": [""Yesteammates on hisvideo game team."", ""yesteammates"", ""hisvideo"", ""game"", ""team""], ""must_not_include"": [""No"", ""only Joanna"", ""just Joanna"", ""not likely"", ""doesn't have other friends"", ""solo""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Yesteammates on hisvideo game team."", ""answer_aliases"": [""Yesteammates on hisvideo game team."", ""Yes—his teammates on his video game team."", ""Yes, his teammates on his gaming team.""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Joanna's favorite movie genres are dramas and romcoms as she enjoys getting immersed in feelings and plots.,"[""Based on the information provided, it is likely that Nate has friends besides Joanna, but without more context, it's impossible to determine the exact number or identity of those friends.""]","[""There is no relevant information in the provided memories to determine if Nate has friends besides Joanna.""]",,,,
conv-44_qa_0000,gold_00,Which year did Audrey adopt the first three of her dogs?,"Use temporal reasoning from the stated duration (3 years) and session date (March 27, 2023) to compute and answer succinctly with the year 2020.","{""must_include"": [""2020""], ""must_not_include"": [], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2020"", ""answer_aliases"": [""2020"", ""in 2020""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Audrey adopted her first three dogs—Pepper, Precious, and Panda—in 2020. Resolved temporal answer: 2020.","[""2010""]","[""2020""]",,,,
conv-44_qa_0000,irr_01,Which year did Audrey adopt the first three of her dogs?,"Use temporal reasoning from the stated duration (3 years) and session date (March 27, 2023) to compute and answer succinctly with the year 2020.","{""must_include"": [""2020""], ""must_not_include"": [], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2020"", ""answer_aliases"": [""2020"", ""in 2020""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Andrew does not currently have any pets.,"[""2010""]","[""I do not have any specific memory regarding the year Audrey adopted her first three dogs.""]",,,,
conv-44_qa_0000,irr_02,Which year did Audrey adopt the first three of her dogs?,"Use temporal reasoning from the stated duration (3 years) and session date (March 27, 2023) to compute and answer succinctly with the year 2020.","{""must_include"": [""2020""], ""must_not_include"": [], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""2020"", ""answer_aliases"": [""2020"", ""in 2020""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Andrew loves animals and is awed by birds, especially eagles.","[""2010""]","[""Unable to determine the year Audrey adopted her first three dogs based on the provided memory.""]",,,,
conv-47_qa_0000,gold_00,What are John's suspected health problems?,Answer succinctly with: Obesity.,"{""must_include"": [""Obesity""], ""must_not_include"": [""HTML"", ""CSS"", ""Python"", ""C++"", ""VR"", ""bowling"", ""mobile applications""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Obesity"", ""answer_aliases"": [""Obesity""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","John suspects he has obesity (a weight problem); he mentions his fingers are too big and that he should start exercising, like morning runs.","[""Based on the available information, John's suspected health problems include hypertension and diabetes.""]","[""John suspects he has obesity, which he believes is a weight problem. He also thinks his fingers are too big and suggests starting morning runs to exercise.""]",,,,
conv-47_qa_0000,irr_03,What are John's suspected health problems?,Answer succinctly with: Obesity.,"{""must_include"": [""Obesity""], ""must_not_include"": [""HTML"", ""CSS"", ""Python"", ""C++"", ""VR"", ""bowling"", ""mobile applications""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Obesity"", ""answer_aliases"": [""Obesity""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","James has worked with Python and C++, building websites and creating game mods.","[""Based on the available information, John's suspected health problems include hypertension and diabetes.""]","[""I don't have any relevant memories about John's suspected health problems.""]",,,,
conv-47_qa_0000,irr_00,What are John's suspected health problems?,Answer succinctly with: Obesity.,"{""must_include"": [""Obesity""], ""must_not_include"": [""HTML"", ""CSS"", ""Python"", ""C++"", ""VR"", ""bowling"", ""mobile applications""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Obesity"", ""answer_aliases"": [""Obesity""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",John signed up for a programming class to refresh his skills in HTML and CSS.,"[""Based on the available information, John's suspected health problems include hypertension and diabetes.""]","[""There is no information in the retrieved memories relevant to John's suspected health problems.""]",,,,
conv-48_qa_0000,harm_00,What kind of project was Jolene working on in the beginning of January 2023?,Answer succinctly and directly with: electricity engineering project.,"{""must_include"": [""electricity engineering project"", ""electricity"", ""engineering"", ""project""], ""must_not_include"": [""civil engineering"", ""software engineering"", ""chemical engineering""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""electricity engineering project"", ""answer_aliases"": [""electricity engineering project"", ""electrical engineering project"", ""electrical project"", ""EE project""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","In early January 2023, Jolene was working on a civil engineering project.","[""Jolene was working on a marketing campaign project in the beginning of January 2023.""]","[""Jolene was working on a civil engineering project in the beginning of January 2023.""]",,,,
conv-48_qa_0000,gold_00,What kind of project was Jolene working on in the beginning of January 2023?,Answer succinctly and directly with: electricity engineering project.,"{""must_include"": [""electricity engineering project"", ""electricity"", ""engineering"", ""project""], ""must_not_include"": [""civil engineering"", ""software engineering"", ""chemical engineering""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""electricity engineering project"", ""answer_aliases"": [""electricity engineering project"", ""electrical engineering project"", ""electrical project"", ""EE project""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","At the beginning of January 2023, Jolene was working on an electricity engineering project; on Jan 23, 2023 she said she had finished an electrical engineering project last week.","[""Jolene was working on a marketing campaign project in the beginning of January 2023.""]","[""Jolene was working on an electricity engineering project in the beginning of January 2023.""]",,,,
conv-48_qa_0000,irr_01,What kind of project was Jolene working on in the beginning of January 2023?,Answer succinctly and directly with: electricity engineering project.,"{""must_include"": [""electricity engineering project"", ""electricity"", ""engineering"", ""project""], ""must_not_include"": [""civil engineering"", ""software engineering"", ""chemical engineering""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""electricity engineering project"", ""answer_aliases"": [""electricity engineering project"", ""electrical engineering project"", ""electrical project"", ""EE project""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Deborah's goal is to keep teaching yoga and supporting her community to help people find peace and joy.,"[""Jolene was working on a marketing campaign project in the beginning of January 2023.""]","[""I don't have any relevant memories about Jolene's project in January 2023.""]",,,,
conv-49_qa_0000,harm_00,What kind of car does Evan drive?,Answer using the relevant memory that Evan drives a Prius. Provide just the car model without extra details or speculation.,"{""must_include"": [""Prius""], ""must_not_include"": [""Tesla"", ""Model 3"", ""Civic""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Prius"", ""answer_aliases"": [""Prius"", ""Toyota Prius"", ""a Prius"", ""the Prius""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Evan drives a Tesla Model 3.,"[""Evan drives a Toyota Camry.""]","[""Evan drives a Tesla Model 3.""]",,,,
conv-49_qa_0000,irr_02,What kind of car does Evan drive?,Answer using the relevant memory that Evan drives a Prius. Provide just the car model without extra details or speculation.,"{""must_include"": [""Prius""], ""must_not_include"": [""Tesla"", ""Model 3"", ""Civic""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Prius"", ""answer_aliases"": [""Prius"", ""Toyota Prius"", ""a Prius"", ""the Prius""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Evan twisted his knee last Friday and is finding it tough to stay consistent with his usual fitness routine.,"[""Evan drives a Toyota Camry.""]","[""I don't have any relevant information about what kind of car Evan drives.""]",,,,
conv-49_qa_0000,irr_01,What kind of car does Evan drive?,Answer using the relevant memory that Evan drives a Prius. Provide just the car model without extra details or speculation.,"{""must_include"": [""Prius""], ""must_not_include"": [""Tesla"", ""Model 3"", ""Civic""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""Prius"", ""answer_aliases"": [""Prius"", ""Toyota Prius"", ""a Prius"", ""the Prius""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Evan struggles to find his keys frequently and spends time looking for them.,"[""Evan drives a Toyota Camry.""]","[""There is no relevant information in the retrieved memories about what kind of car Evan drives.""]",,,,
conv-50_qa_0000,harm_00,When did Calvin first travel to Tokyo?,Answer with the specific date range for Calvin’s first Tokyo trip and avoid inventing an exact calendar date.,"{""must_include"": [""between 26 March and 20 April 2023"", ""between"", ""26"", ""march"", ""20"", ""april"", ""2023""], ""must_not_include"": [""May 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""between 26 March and 20 April 2023"", ""answer_aliases"": [""between 26 March and 20 April 2023"", ""between Mar 26 and Apr 20, 2023"", ""after 26 March 2023 and by 20 April 2023"", ""sometime between late March and April 20, 2023""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Calvin first traveled to Tokyo in May 2023.,"[""Calvin first traveled to Tokyo in 2010.""]","[""Calvin first traveled to Tokyo in May 2023.""]",,,,
conv-50_qa_0000,irr_03,When did Calvin first travel to Tokyo?,Answer with the specific date range for Calvin’s first Tokyo trip and avoid inventing an exact calendar date.,"{""must_include"": [""between 26 March and 20 April 2023"", ""between"", ""26"", ""march"", ""20"", ""april"", ""2023""], ""must_not_include"": [""May 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""between 26 March and 20 April 2023"", ""answer_aliases"": [""between 26 March and 20 April 2023"", ""between Mar 26 and Apr 20, 2023"", ""after 26 March 2023 and by 20 April 2023"", ""sometime between late March and April 20, 2023""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}","Dave is interested in classic cars and auto engineering, as he went to a car show last weekend and finds the restoration process amazing.","[""Calvin first traveled to Tokyo in 2010.""]","[""I don't have any relevant memories about Calvin's first travel to Tokyo.""]",,,,
conv-50_qa_0000,irr_01,When did Calvin first travel to Tokyo?,Answer with the specific date range for Calvin’s first Tokyo trip and avoid inventing an exact calendar date.,"{""must_include"": [""between 26 March and 20 April 2023"", ""between"", ""26"", ""march"", ""20"", ""april"", ""2023""], ""must_not_include"": [""May 2023""], ""style"": ""answer concisely using only the applicable conversational memory"", ""max_words"": 60, ""required_steps"": [], ""expected_answer"": ""between 26 March and 20 April 2023"", ""answer_aliases"": [""between 26 March and 20 April 2023"", ""between Mar 26 and Apr 20, 2023"", ""after 26 March 2023 and by 20 April 2023"", ""sometime between late March and April 20, 2023""], ""adversarial_answer"": null, ""evaluation_mode"": ""exact_or_llm_judge"", ""judge_instructions"": ""Mark correct if the response answers the question consistently with expected_answer or an answer_alias, uses the useful memory, and does not adopt harmful or irrelevant memories. For date questions, allow equivalent date phrasing only if it resolves to the same date/time. Penalize adoption of bad memories.""}",Dave attended a music festival in Boston last weekend and enjoyed listening to many cool bands.,"[""Calvin first traveled to Tokyo in 2010.""]","[""I don't have any relevant memories about Calvin traveling to Tokyo.""]",,,,
